hp_id,phrase,organ_system,lineage,definition,alt_ids,snomedct,umls
HP:0000046,Scrotal Hypoplasia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Hypoplastic Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Small Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Smaller Than Typical Growth Of Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Underdeveloped Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Scrotal Hypoplasia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Hypoplastic Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Small Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> External genital hypoplasia (HP:0003241) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Smaller Than Typical Growth Of Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> External genital hypoplasia (HP:0003241) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Underdeveloped Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> External genital hypoplasia (HP:0003241) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Scrotal Hypoplasia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> External genital hypoplasia (HP:0003241) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000046,Hypoplastic Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> External genital hypoplasia (HP:0003241) -> Hypoplastic male external genitalia (HP:0000050) -> Small scrotum (HP:0000046),Apparently small scrotum for age.,HP:0030276,SNOMEDCT_US:204912007,UMLS:C0431659
HP:0000047,Hypospadias,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the urethra (HP:0000795) -> Displacement of the urethral meatus (HP:0100627) -> Hypospadias (HP:0000047),"Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum.",,SNOMEDCT_US:204888000,UMLS:C1691215
HP:0000047,Hypospadia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the urethra (HP:0000795) -> Displacement of the urethral meatus (HP:0100627) -> Hypospadias (HP:0000047),"Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum.",,SNOMEDCT_US:204888000,UMLS:C1691215
HP:0000047,Hypospadias,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Abnormal male urethral meatus morphology (HP:0032076) -> Displacement of the urethral meatus (HP:0100627) -> Hypospadias (HP:0000047),"Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum.",,SNOMEDCT_US:204888000,UMLS:C1691215
HP:0000047,Hypospadia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Abnormal male urethral meatus morphology (HP:0032076) -> Displacement of the urethral meatus (HP:0100627) -> Hypospadias (HP:0000047),"Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum.",,SNOMEDCT_US:204888000,UMLS:C1691215
HP:0000047,Hypospadias,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Abnormal male urethral meatus morphology (HP:0032076) -> Displacement of the urethral meatus (HP:0100627) -> Hypospadias (HP:0000047),"Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum.",,SNOMEDCT_US:204888000,UMLS:C1691215
HP:0000047,Hypospadia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal penis morphology (HP:0000036) -> Abnormal male urethral meatus morphology (HP:0032076) -> Displacement of the urethral meatus (HP:0100627) -> Hypospadias (HP:0000047),"Abnormal position of urethral meatus on the ventral penile shaft (underside) characterized by displacement of the urethral meatus from the tip of the glans penis to the ventral surface of the penis, scrotum, or perineum.",,SNOMEDCT_US:204888000,UMLS:C1691215
HP:0000048,Bifid Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Bifid scrotum (HP:0000048),Midline indentation or cleft of the scrotum.,,SNOMEDCT_US:236780002,UMLS:C0341787
HP:0000048,Scrotal Cleft,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Bifid scrotum (HP:0000048),Midline indentation or cleft of the scrotum.,,SNOMEDCT_US:236780002,UMLS:C0341787
HP:0000048,Cleft Of Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal external genitalia morphology (HP:0000811) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Bifid scrotum (HP:0000048),Midline indentation or cleft of the scrotum.,,SNOMEDCT_US:236780002,UMLS:C0341787
HP:0000048,Bifid Scrotum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Bifid scrotum (HP:0000048),Midline indentation or cleft of the scrotum.,,SNOMEDCT_US:236780002,UMLS:C0341787
HP:0000048,Scrotal Cleft,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male external genitalia morphology (HP:0000032) -> Abnormal scrotum morphology (HP:0000045) -> Bifid scrotum (HP:0000048),Midline indentation or cleft of the scrotum.,,SNOMEDCT_US:236780002,UMLS:C0341787
